time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-13 00:00:00+00:00,132,21,32,5
2026-08-14 00:00:00+00:00,42,23,13,3
2026-08-15 00:00:00+00:00,27,17,1,1
2026-08-16 00:00:00+00:00,30,10,2,2
2026-08-17 00:00:00+00:00,50,41,13,4
2026-08-18 00:00:00+00:00,68,38,3,3
2026-08-19 00:00:00+00:00,33,33,9,6
2026-08-20 00:00:00+00:00,48,33,8,8
2026-08-21 00:00:00+00:00,34,23,8,8
2026-08-22 00:00:00+00:00,29,12,5,5
2026-08-23 00:00:00+00:00,34,15,9,9
2026-08-24 00:00:00+00:00,53,37,7,7
2026-08-25 00:00:00+00:00,38,28,22,13
2026-08-26 00:00:00+00:00,45,35,23,7
