time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-08 00:00:00+00:00,90,11,82.0,7.0
2025-07-09 00:00:00+00:00,48,14,45.0,8.0
2025-07-10 00:00:00+00:00,17,7,35.0,9.0
2025-07-11 00:00:00+00:00,13,7,6.0,3.0
2025-07-12 00:00:00+00:00,13,7,7.0,2.0
2025-07-13 00:00:00+00:00,18,7,2.0,2.0
2025-07-14 00:00:00+00:00,12,6,5.0,4.0
2025-07-15 00:00:00+00:00,13,7,7.0,6.0
2025-07-16 00:00:00+00:00,23,6,25.0,7.0
2025-07-17 00:00:00+00:00,14,7,36.0,6.0
2025-07-18 00:00:00+00:00,12,6,27.0,7.0
2025-07-19 00:00:00+00:00,12,6,1.0,1.0
2025-07-20 00:00:00+00:00,14,4,,
2025-07-21 00:00:00+00:00,18,3,20.0,8.0
