time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-14 00:00:00+00:00,9,7,32,10
2025-11-15 00:00:00+00:00,8,6,6,4
2025-11-16 00:00:00+00:00,21,8,19,3
2025-11-17 00:00:00+00:00,7,7,40,9
2025-11-18 00:00:00+00:00,8,8,10,6
2025-11-19 00:00:00+00:00,4,4,59,13
2025-11-20 00:00:00+00:00,4,4,30,11
2025-11-21 00:00:00+00:00,33,15,29,6
2025-11-22 00:00:00+00:00,35,11,1,1
2025-11-23 00:00:00+00:00,10,6,4,3
2025-11-24 00:00:00+00:00,12,8,3,3
2025-11-25 00:00:00+00:00,5,5,45,10
2025-11-26 00:00:00+00:00,29,26,91,5
2025-11-27 00:00:00+00:00,4,3,18,6
