url_path,views_total,views_unique
/astro-informatics/s2fft,35,24
/astro-informatics/s2fft/tree/main,10,1
/astro-informatics/s2fft/issues,8,4
/astro-informatics/s2fft/pulls,8,4
/astro-informatics/s2fft/commits,8,2
/astro-informatics/s2fft/tree/main/examples,5,3
/astro-informatics/s2fft/blob/main/examples/data/Gaia_EDR3_flux.npy,5,1
/astro-informatics/s2fft/blob/main/notebooks/turok_gpu_test.ipynb,4,4
/astro-informatics/s2fft/blob/main/examples/spherical_harmonic_transform.py,4,3
/astro-informatics/s2fft/tree/main/examples/data,4,1
