time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-22 00:00:00+00:00,29,12,5,5
2026-08-23 00:00:00+00:00,34,15,9,9
2026-08-24 00:00:00+00:00,53,37,7,7
2026-08-25 00:00:00+00:00,38,28,22,13
2026-08-26 00:00:00+00:00,45,35,23,7
2026-08-27 00:00:00+00:00,64,34,32,11
2026-08-28 00:00:00+00:00,20,14,25,6
2026-08-29 00:00:00+00:00,18,7,2,2
2026-08-30 00:00:00+00:00,22,9,0,0
2026-08-31 00:00:00+00:00,215,158,3,2
2026-09-01 00:00:00+00:00,39,19,8,4
2026-09-02 00:00:00+00:00,36,27,3,2
2026-09-03 00:00:00+00:00,45,37,6,5
2026-09-04 00:00:00+00:00,38,20,2,1
